rec_id,depname,includes,altname,country,cntrycd,stprov,latitude,longitude,agemy,depage,oreton,cugrd,mogrd,augrd,aggrd,deptype,empldepth,dep5km10km,dep5km,dep_id,latdeg,latmin,latsec,londeg,lonmin,lonsec,rockdep,rockmap,rockmapdep,discdate,startdate,ore_a,ore_b,ore_area,alter_a,alter_b,alter_area,sulf_a,sulf_b,sulf_area,comments
204,Bainamiao,,,China,CINA,Inner Mongolia,41.71666667,112.55,450,459¡À2 ? 440¡À40,64,0.8,0.007,0.3,2.84,20c,0,,au veins,465,41,43,,112,33,,granodiorite porphyry,"granulite, hornblendite, schist","basaltic andesite, granodiorite, greenschist, metavolcanic rocks, porphyroid, plagiogranite, quartz diorite, rhyodacite",1959,1986,0,0,0,0,0,0,7,1.5,8.2,|
205,Beiya,,,China,CINA,Yunnan,26.15,100.2,37,38.36¡À0.57 ? |35.98¡À1.43,,0,0,0,0,20c,0,,"18b, 18c, 19a, Au, Cu, Pb, Zn- karst, Au skarn, Fe-Au oxide",669,26,9,,100,12,,"breccia, hornfels, lamprophyre, skarn, quartz syenite porphyry, quartz monzogranite porphyry, syenite porphyry",,"granite porphyry, limestone, marble, mudstone, sandstone",,1600s,0,0,0,0,0,0,0,0,0,"Yulong-Yunnan porphyry copper (molybdenum) belt. Reported 27 t Au resources in different type deposits. 0.5% Cu, 0.03 to 3.3 g/t Au in porphyry mineralization. Covered 50% area."
206,Chang?an,Jingpingtong- chang,Changanchong,China,CINA,Yunnan,22.8,103,36,36,,0,0,0,0,20c,0,,18b,604,22,48,,103,0,,"granite porphyry, quartz syenite, syenite",,"sedimentary breccia, lamprophyre, limestone, sandstone",,,0,0,0,0,0,0,0,0,0,"Yulong-Yunnan porphyry copper (molybdenum) belt. 266.6 Kt Cu at 1.42% Cu. According to Tywhitt (1996), this deposit named Tong Chang  with 20 Mt ore at 1% Cu; according to Hou and others (2006), the deposit contains 34.1 t Au at 6 g/t Au, 0.122% Mo, 1.5% Cu."
207,Chengmenshan,,,China,CINA,Jiangxi,29.68333333,115.8333333,142,142.3¡À2.3 (Re-Os),409,0.75,0.047,0.24,9.9,17,0,17,"18b, stratabound Cu replacement (?)",467,29,41,,115,50,,"andesite porphyry, breccia, granodiorite porphyry, monzogranite porphyry, quartz monzonite porphyry, quartz porphyry, skarn, tonalite porphyry",,"carbonaceous shale, chert, cherty limestone, conglomerate, dolomitic limestone, dolostone, limestone, quartzite, sandstone, shale",1980s,2002,0.8,0.6,0.38,0,0,0,0,0,0,Yangtze River metallogenic belt. 153?142 Ma K-Ar biotite age of granodiorite porphyry; 120?118 Ma of main quartz porphyry.
208,Chihu,,,China,CINA,Xinjiang,42.2,92.96666667,350,Early Devonian to Early Carboniferous,,0,0,0,0,17,0,17,,588,42,12,,92,58,,diorite porphyry,,"andesite porphyry, felsic porphyry, intermediate-basic volcanic rocks, intermediate-felsic volcanic rocks, volcaniclastics rocks",,,0,0,0,0,0,0,0,0,0,"Eastern Tianshan porphyry copper-gold belt. Small deposit grading 0.4% Cu, 0.03% Mo."
209,Chonjiang,"Bairong, Ruigangmen, Xiaqing, Dubuqu",Nimu Project; Neymo Area,China,CINA,Xizhang (Tibet),29.58333333,90,13.7,13.99¡À0.16 (Re-Os);|13.38 (Ar-Ar),74.6,0.67,0,0.12,5,17,0,,17,583,29,35,,90,0,,"monzogranite porphyry, microdiorite, quartz diorite porphyry",,"granite, pyroclastic sediments",2000,,0,0,0,0,0,0,2.5,1.8,3.5,"Gangdese porphyry copper belt. Porphyries SHRIMP U-Pb age 17.58¡À0.74 to 14.85¡À0.69 Ma (Rui  and others, 2003). Exposed."
210,Dexing,"Tongchang, Fujiawu, and Zhushahong",,China,CINA,Jiangxi,29.01888889,117.7297222,173,"173¡À9 (Re-Os),|157?112 (K-Ar)",1825,0.459,0.016,0.12,1.9,17,0,17,"22c, Cu-Au vein",471,29,1,8,117,43,47,"breccia, diabase porphyry, diorite porphyry, feldspar porphyry, granodiorite porphyry, hornfels, gabbro, pyroxenite",,"phyllite, slate, tuff",before 618,618,1.1,0.9,0.74,7.5,2,12,0,0,0,"Dexing adakitic porphyries relate to Middle Jurassic Shi Hang intracontinental rift, according to Wang and others (2004."
211,Dongga,"Puqinmu, Xiongcun",,China,CINA,Xizhang (Tibet),29.38333333,88.38333333,14,14.0¡À2.0,420,0.65,0,0.7,0,20c,0,,"17, 25a",584,29,23,,88,23,,"diorite porphyry, lamprophyre, diabase",,"agglomerate, andesite breccia, clastic rocks, granite, tuff",2000,,0,0,0,0,0,0,0,0,0,Gangdese porphyry copper belt. Resource approximately estimated.
212,Duobaoshan,,,China,CINA,Heilongiang,50.16666667,125.6922222,260,280?240,951,0.46,0.016,0.128,2.043,17,0,"17, 18b",,473,50,10,,125,41,32,"aplite, breccia,  granite porphyry, granodiorite, granodiorite porphyry, hornfels, quartz diorite",,"andesite, andesite porphyry, diorite, granite, limestone, skarn, tonalite, tuff, tuffaceous conglomerate, tuffaceous sandstone",,,1.5,0.4,0.5,6,1.5,7.1,0,0,0,"Resource: 951 Mt containing 4.4 Mt Cu, 152 Kt Mo, 62.5 Moz (1,943 t) Ag, 3.9 Moz (121.3 t) Au ; 24 t Re and 1,247 kg Os and other PGM."
213,Duoxiasongduo,,,China,CINA,Xizhang (Tibet),31.08333333,97.86666667,36,36.0¡À0.4,236,0.38,0.04,0.06,0,21a,2.3,,,457,31,5,,97,52,,"breccia, granite porphyry, hornfels, monzogranite porphyry","andesite, andesite agglomerate, rhyolite","mudstone, sandstone",,,0.6,0.5,0.24,0,0,0,0,0,0,Yulong-Yunnan porphyry copper (molybdenum) belt. Exposed.
214,Fengshandong,,,China,CINA,Hubei,29.80916667,115.4480556,144,144.0 ¡À 2.1 (Re-Os),105,0.38,0.05,0.37,20,17,0,,"18b, 19a",466,29,48,33,115,26,53,"breccia, skarn, granodiorite porphyry",,"marble, shale",10th century,,0,0,0,0,0,0,0,0,0,Yangtze River metallogenic belt.
215,Gegongnong,,,China,CINA,Xizhang (Tibet),30.46666667,98.5,43.5,49?38,101,0.5,0,0.37,2.65,20c,0,,18b,601,30,28,,98,30,,monzogranite porphyry,,"limestone, mudstone, sandstone",,,0,0,0,0,0,0,0,0,0,"Yulong-Yunnan porphyry copper (molybdenum) belt. Resource 0.549 Mt of Cu at 0.5% Cu, up to 6 g/t Au (containing 37.32 Kt Au) and 150 g/t Ag (containing 267.5 Kt Ag)."
216,Habo,,,China,CINA,Yunnan,22.88333333,102.5833333,37.3,37.3,,0,0,0,0,17,0,,18b,603,22,53,,102,35,,"granite, lamprophyre",,"aplite, gabbro, granite, phyllite, limestone, quartz porphyry, sandston, slate",2005,,1.3,0.8,0.8,4,2,6.3,10,7,55,"Yulong-Yunnan porphyry copper (molybdenum) belt. 267.7 m intersection at 0.4% Cu; totally over the deposit ? 33 g/t Au, 2.4% Cu, 0.1% Mo. Exposed."
217,Hengxingcuo,,,China,CINA,Xizhang (Tibet),31.48333333,97.35,42,43?41,,0,0,0,0,17,0,,,574,31,29,,97,21,,monzogranite porphyry,,,,,0,0,0,0,0,0,0,0,0,"Yulong-Yunnan porphyry copper (molybdenum) belt. Large deposit, according to Rui and others (2002)."
218,Jiama,,,China,CINA,Xizhang (Tibet),29.69166667,91.75166667,15,15.18¡À0.98 (Re-Os),,0,0,0,0,17,0,17,"18b, 18c, 19a",578,29,41,30,91,45,6,"adamellite porphyry, felsic dike, hornfels, skarn",,"calcareous slate, reef limestone, sandstone, sandy slate",2000,,,,,3.5,2.6,7.1,,,,"Combined resources >1 Mt of contained metal in skarn, porphyry copper and polymetallic replacement ores include 1.14% Cu, 3.49% Pb, 1.66% Zn, 0.07% Mo, 9.9 g/t Ag, 0.32 g/t Au; and  ?7.9 g/t Au, 178 g/t Ag in skarn mineralization. Gangdese porphyry copper belt."
219,Jicuo,,Gicuo,China,CINA,Xizhang (Tibet),29.91666667,98.58333333,40.7,40.7,,0,0,0,0,17,0,17,,577,29,55,,98,35,,quartz diorite porphyry,,"sandstone, shale",,,,,,,,,,,,Yulong-Yunnan porphyry copper (molybdenum) belt. Large deposit.
220,Jiru,,,China,CINA,Xizhang (Tibet),29.68333333,88.93333333,,,,0,0,0,0,17,0,,,674,29,41,,88,56,,"diorite porphyry dike, granite porphyry",,"adamellite, monzogranite porphyry",2001,,0,0,0,3.7,2,5.8,0,0,0,"Gangdese porphyry copper belt. Cu, Mo, W, Bi local anomalies. Exposed."
221,Kalatage,,,China,CINA,Xinjiang,42.53333333,91.91666667,348,356?340,,0,0,0,0,20c,0,,25e,598,42,32,,91,55,,,,"andesite porphyry, felsic porphyry, intermediate-basic volcanic rocks, intermediate-felsic volcanic rocks, volcaniclastics rocks",1999,,0.6,0.04,0.02,0,0,0,0,0,0,"Eastern Tianshan porphyry copper-gold belt. Intersection 40?110 m: 0.81% Cu, 0.7 to 9.0 g/t Au; chip samples average 0.88 g/t Au; approximate reserve estimate 8.6 Mt ore."
222,Lakang?e,,Lakange,China,CINA,Xizhang (Tibet),29.58333333,91.48333333,14,13.45¡À0.26,,0,0,0,0,17,0,,,580,29,35,,91,29,,granite porphyry,,"granite, limestone, sandstone",2000,,0,0,0,0,0,0,0,0,0,Gangdese porphyry copper belt.
223,Linglong,,,China,CINA,Xinjiang,42.16666667,92.85,350,Early Devonian to Early Carboniferous,,0,0,0,0,17,0,17,,585,42,10,,92,51,,diorite porphyry,,"andesite porphyry, felsic porphyry, intermediate-basic volcanic rocks, intermediate-felsic volcanic rocks, volcaniclastics rocks",,,0,0,0,0,0,0,0,0,0,Eastern Tianshan porphyry copper-gold belt. Medium deposit
224,Machangqing,,,China,CINA,Yunnan,25.66666667,100.5,36,39?26; 35.8¡À1.6,62,0.5,0.078,0.35,0,17,0,,18b,463,25,40,,100,30,,"granite porphyry, monzonite porphyry, lamprophyre, skarn",,"gabbrodiabase, limestone, sandstone, shale, siltstone",1974,,0,0,0,0,0,0,3.5,2.6,7.1,Yulong-Yunnan porphyry copper (molybdenum) belt.
225,Malasongduo,,,China,CINA,Xizhang (Tibet),31,97.95,36.5,35.8¡À0.4 ? 37.1¡À0.6,228,0.45,0.014,0.06,0,17,2.3,,,461,31,0,,97,57,,"monzogranite porphyry, syenogranite porphyry","andesite, andesite agglomerate","mudstone, rhyolite, sandstone",,,0.95,0.8,0.6,0,0,0,0,0,0,Yulong-Yunnan porphyry copper (molybdenum) belt. The deposit is partially covered.
226,Mamupu,,,China,CINA,Xizhang (Tibet),29.83333333,98.53333333,38,38,,0,0,0,0,17,0,17,,575,29,50,,98,32,,quartz syenite porphyry,,"carbonate rock, sandstone, shale, pyroclastics",,,0,0,0,0,0,0,0,0,0,Yulong-Yunnan porphyry copper (molybdenum) belt. Large deposit.
227,Mangzhong,,Mangzong,China,CINA,Xizhang (Tibet),31.2,97.8,37.5,37.5¡À0.3,73.5,0.34,0.03,0.02,0,21a,2.3,17,,460,31,12,,97,48,,"diorite porphyry, granite porphyry, hornfels, monzogranite porphyry, quartz monzogranite porphyry","andesite, andesite agglomerate, rhyolite","limestone, mudstone, sandstone",,,1.1,0.25,0.22,0,0,0,0,0,0,Yulong-Yunnan porphyry copper (molybdenum) belt. Exposed.
228,Nanmu,,,China,CINA,Xizhang (Tibet),29.46666667,90.81666667,14.7,"14,67¡À0.22 (Re-Os)",,0,0,0,0,17,0,,,581,29,28,,90,49,,granodiorite porphyry,,"granite, quartz diorite, rhyolite porphyry",2000,,1.2,0.3,0.3,2.8,0.9,2,0,0,0,Gangdese porphyry copper belt. Resources >1 Mt contained metal at 0.3% Cu.
229,Pulang,,Xuejiping,China,CINA,Yunnan,28.03333333,99.83333333,213,213¡À3.8,54.2,0.53,0,0.055,1.5,17,0,,22c,590,28,2,,99,50,,"breccia, hornfels, quartz diorite porphyry, quartz monzonite porphyry",,"andesite, dacite, slate",1999,,0,0,0,4.7,3.8,14,0,0,0,Yidun island arc of Indosinian epoch. 30% of the deposit area is covered by Quaternary moraine.
230,Qulong,,,China,CINA,Xizhang (Tibet),29.6,91.58333333,16,15.75¡À0.42 to |16.23¡À0.90 (Re-Os),1517,0.52,0.032,0,3.9,21a,0,,,579,29,36,,91,35,,"granite (adamellite) porphyry, diabase porphyry, diorite porphyry",,"monzogranite, limestone, sandstone, tuff",2000,,0,0,0,0,0,0,3.3,1.3,3.4,Gangdese porphyry copper belt. Exposed.
231,Ridanguo,,,China,CINA,Quinghai,32.15,96.76666667,41.9,42.3?41.5,,0,0,0,0,17,0,,,600,32,9,,96,46,,monzogranite porphyry,,,,,0,0,0,0,0,0,0,0,0,Yulong-Yunnan porphyry copper (molybdenum) belt.
232,Saishitang,,,China,CINA,Qinghai,35.29083333,99.81888889,,,50,1.13,0,0.48,0,20c,0,,18b,462,35,17,27,99,49,8,,,,,2004,0,0,0,0,0,0,0,0,0,
233,Sanchakou,,Sanchalu,China,CINA,Xinjiang,42.35,94.83333333,350,Early Devonian to Early Carboniferous,,0,0,0,0,17,0,,,589,42,21,,94,50,,"plagiogranite, quartz diorite",,"andesite porphyry, felsic porphyry, intermediate-basic volcanic rocks, intermediate-felsic volcanic rocks, volcaniclastics rocks",,,0,0,0,0,0,0,0,0,0,"Eastern Tianshan porphyry copper-gold belt. Medium deposit, 0.38 to 0.83% Cu."
234,Seli,,,China,CINA,Xizhang (Tibet),30.03333333,98.51666667,36,Himalayan,,0,0,0,0,17,0,17(2),,576,30,2,,98,31,,monzogranite porphyry,,,,,,,,,,,,,,Yulong-Yunnan porphyry copper (molybdenum) belt. Large deposit.
235,Shaxi,Chang Pushang,Saxi,China,CINA,Anhui,31.18333333,117.2666667,148,173?123,,0,0,0,0,20c,0,,,469,31,11,,117,16,,"quartz diorite porphyry, diorite porphyry",,"conglomerate sandstone, siltstone",1970s,,0,0,0,0,0,0,5,1.5,5.9,Yangtze River metallogenic belt. Tonnage and copper grade (49 Mt at 0.4% Cu and ~3.5 g/t Au) estimated on base of data of Yang and others (2002) and Yang and Lee (2005).
236,Tinggong,,Tingguan,China,CINA,Xizhang (Tibet),29.55,90.05,15.5,15.4¡À0.2 to |15.5¡À0.3 (Re-Os),,0,0,0,0,17,0,,17,582,29,33,,90,3,,"andesite porphyry, dacite porphyry, monzogranite,",,"granite, quartz monzonite",2000,,1.4,0.6,0.7,0,0,0,0,0,0,Gangdese porphyry copper belt. Intersection 13.9 m grading 0.37% Cu and 0.002% Mo.
237,Tongchankou,,,China,CINA,Hubei,30.16666667,114.8,136,150?122,44.6,0.94,0.04,0,0,21a,0,,18b,672,30,10,,114,48,,adakitic granodiorite porphyry,,"diorite, dolostone, limestone, quartz diorite",,1987,0,0,0,1.35,0.8,0.9,0,0,0,Yangtze River metallogenic belt.
238,Tongkuangyu,,Zhongtiaoshan,China,CINA,Shanxi,35.5,111.7,2150,2100?2200,440,0.69,0.0032,0,0.22,17,0,30b,18b,464,35,30,,111,42,,"breccia, dacite porphyry, diorite, granodiorite porphyry, diabase dikes, quartz monzonite porphyry, quartz porphyry","andesite, dolomite, granite, sandstone, siltstone","basic metavolcanic rocks, diabase, metagabbro-diabase, quartzite, rhyolite, rhyolitic tuff, schist",1952,,0,0,0.3,0,0,0,0,0,0,
239,Tuwu,,,China,CINA,Xinjiang,42.11666667,92.61666667,333,343¡À26 ? 322.7¡À2.3 (Re-Os),280,0.75,0,0.16,2.97,17,0,17 (2),,587,42,7,,92,37,,"adakitic diorite porphyry, granodiorite porphyry, plagiogranite porphyry",,"andesite, basalt, conglomerate, keratophyre, rhyolite, sandstone, spilite, tuff, volcanic breccia",1997,2003,2.3,0.2,0.4,3,0.4,0.9,0,0,0,Eastern Tianshan porphyry copper-gold belt. 15% of the deposit area is covered.
240,Wunugetushan,,Wushan,China,CINA,Inner Mongolia,49.39,117.4333333,183,182?184,495,0.45,0.085,0,0,21a,1.3,,,470,49,23,24,117,26,,"andesite porphyry, dacite, dacite lava breccia, dacite porphyry, diorite porphyry, granite porphyry, monzogranite porphyry, rhyolite porphyry, tuff",,"andesite, granite, limestone",,,0,0,0,3.9,2.3,7,3.1,1.3,3.2,
241,Xiariduo,,,China,CINA,Xizhang,31.68333333,97.13333333,46,46,,0,0,0,0,17,0,,,573,31,41,,97,8,,monzogranite porphyry,,"limestone, sandstone, shale",,,0,0,0,0,0,0,0,0,0,"Yulong-Yunnan porphyry copper (molybdenum) belt. Superlarge deposit, according to Rui and others (2002)."
242,Xietongmen,,,China,CINA,Xizhang (Tibet),29.51666667,88.56666667,162,170?154,219.8,0.43,0,0.61,3.87,20c,0,,"17, 18b",670,29,31,,88,34,,"breccia, diorite porphyry",,"andesite, diorite, limestone",2003,,0.9,0.3,0.2,4,0,0,0,0,0,Gangdese porphyry copper belt. Covered. Cut-off grade 0.15% Cu. The deposit recrystallized thermally by hornfels around Eocene batholith (47.1¡À0.3 Ma).
243,Xifanping,,,China,CINA,Sichuan,27.4,101.1333333,32,32.1¡À1.6,64.3,0.28,0,0.31,0,20c,0,,,602,27,24,,101,8,,quartz monzonite,granite,"sandstone, siltstone, mudstone",,,0.7,0.4,0.2,1.5,0.8,0.9,0,0,0,Yulong-Yunnan porphyry copper (molybdenum) belt.
244,Yandong,,,China,CINA,Xinjiang,42.08333333,92.52361111,333,343¡À26 ? 322.7¡À2.3 (Re-Os),372,0.58,0,0.06,0,17,0,17,,586,42,5,,92,31,25,"adakitic diorite porphyry, granodiorite porphyry",,"andesite, basaltic trachyandesite, dacite, plagiogranite porphyry, rhyolite",,,0.9,0.2,0.14,0,0,0,0,0,0,Eastern Tianshan porphyry copper-gold belt. 0.2% Cu cut-off. Exposed.
245,Yulong,,,China,CINA,Xizhang (Tibet),31.4,97.73333333,40.7,41.3¡À0.3 ? 40.1¡À1.8,850,0.84,0.022,0.35,0,17,1.53,,18b,458,31,24,,97,44,,"hornfels, monzogranite, monzogranite porphyry, quartz monzonite porphyry, skarn",slate,"dolomitic mudstone, limestone, marble, mudstone, sandstone",1966,,1,0.8,0.63,2,1.5,2.4,0,0,0,Yulong-Yunnan porphyry copper (molybdenum) belt. Exposed.
246,Zhanaga,,"Zhalaga, Zanaga",China,CINA,Xizhang (Tibet),31.25,97.73333333,38.5,38.5¡À2,83.3,0.36,0.03,0.03,0,21a,2.3,17,,459,31,15,,97,44,,"breccia, granodiorite porphyry, hornfels, monzogranite porphyry, syenogranite porphyry","andesite, andesite agglomerate, rhyolite","limestone, marble, mudstone, sandstone",,,0,0,0,1.2,0.4,0.38,0,0,0,"Yulong-Yunnan porphyry copper (molybdenum) belt. Reported 1.5 to 3.0 km emplacement depth, average assumed in emplacement depth field. 0.329 to 0.36% Cu and 0.021 to 0.04% Mo. Exposed."
247,Zhunuo,,,China,CINA,Xizhang (Tibet),29.43333333,87.53333333,,,120.5,0.83,0,0.3,2.65,20c,0,,17,671,29,26,,87,32,,"granite porphyry, quartz porphyry",,"andesite, conglomerate, dacite, monzogranite,rhyolite pyroclastics, sandstone",2003,,,,,,,,1.8,1.2,1.7,Gangdese porphyry copper belt. Exposed.
248,Zijinshan,,,China,CINA,Fujian,25.05,116.4,105,105,356,0.49,0,0.14,6,17,0,25a,"25e, 25a",468,25,3,,116,24,,"breccia, dacite porphyry, trachydacite porphyry, dacite tuff","adamellite, granite, granodiorite, limestone, phyllite, sandstone, siltstone, rhyolite, volcaniclastic rocks","granite, granodiorite porphyry",,,0.83,0.5,0.32,0,0,0,0,0,0,
249,Acandi,,,Colombia,CLBA,,8.487777778,-77.32138889,48,48,,0,0,0,0,17,0,,,216,8,29,16,-77,-19,-17,tonalite,,basalt,,,0,0,0,0,0,0,0,0,0,"Original resources: 625 Mt at 0.77% Cu, 0.024% Mo (Long, 1995); more recent reports suggest  less than 62 Mt (Harris, 2006)."
250,California,,,Colombia,CLBA,,7.316666667,-72.86666667,144,144,,0,0,0,0,20c,0,,25a,217,7,19,,-72,-52,,"breccia, dacite porphyry","granodiorite, rhyolite porphyry, siltstone, mudstone","adamellite, granite, gneiss",,,0,0,0,0,0,0,0,0,0,Reported 0.1 to 1.2 g/t Au and 100 ppm Mo in a zone of advanced argillic alteration.
251,Dolores,,,Colombia,CLBA,,3.516666667,-75.03333333,166,166,,0,0,0,0,17,0,,,221,3,31,,-75,-2,,monzonite porphyry,"felsic volcanic rocks, sandstone","monzodiorite, monzonite",,,0,0,0,0,0,0,0,0,0,
252,Infierno-Chile,,,Colombia,CLBA,,4.183333333,-75.3,131,131,,0,0,0,0,17,0,,,220,4,11,,-75,-18,,dacite porphyry,,tonalite,,,0,0,0,0,0,0,0,0,0,
253,Mocoa,,,Colombia,CLBA,,1.241666667,-76.66666667,166,166,283,0.37,0.061,0,0,21a,0,,18c,223,1,14,30,-76,-40,,"breccia, dacite porphyry, skarn","adamellite, amphibolite, gneiss, granodiorite","andesite, dacite, limestone, mudstone, siltstone, tuff",1977,,0,0,0,0,0,0,2.2,2.1,3.6,
254,Murindo,,,Colombia,CLBA,,7.05,-76.75,55,55,,0,0,0,0,20c,0,,,218,7,3,,-76,-45,,tonalite porphyry,,"granodiorite, tonalite",,,0,0,0,0,0,0,0,0,0,Reported 1.5 to 2.5 g/t Au
255,Pantanos-Pegadorcito,,,Colombia,CLBA,,6.7,-76.5,43,43,,0,0,0,0,17,0,,,219,6,42,,-76,-30,,"breccia, dacite porphyry","basalt, chert, siltstone","granodiorite, tonalite",,,0,0,0,0,0,0,0,0,0,"Original resources: 700 Mt at 0.736% Cu, 0.0123% Mo (Long, 1995); late records suggest lower tonnage, 62 Mt at over 1% Cu (Harris, 2006)."
256,Piedrasentada,,,Colombia,CLBA,,2.1,-76.88333333,17,17,,0,0,0,0,17,0,,,222,2,6,,-76,-53,,dacite porphyry,schist,"basalt, molasse",,,0,0,0,0,0,0,0,0,0,
257,Nari,,Matama II,Costa Rica,CORI,,9.697222222,-83.35833333,0,,,0,0,0,0,17,0,17,17,207,9,41,50,-83,-21,-30,"andesite porphyry, dacite porphyry, quartz diorite porphyry",,"andesite flow, andesitic tuff, calcareous clastic rocks",1970s,,,0,0,0,0,0,0,0,3,Resources of 200 Mt at 0.2 to 0.3% Cu and 100 ppm Mo.
258,Sukut,,,Costa Rica,CORI,,9.369444444,-82.97638889,0,,,0,0,0,0,17,0,17,22c,208,9,22,10,-82,-58,-35,,,"andesite, tuffaceous sedimentary rocks",1898,,0,0,0,0,0,0,0,0,0,"Drilling reported 0.2% Cu, with 10 m interval of 7.7 g/t Au."
259,Arimao,,,Cuba,CUBA,Santa Clara,22.11666667,-80.03333333,,,83,0.27,0,1,2,20c,0,,,199,22,7,,-80,-2,,,,"diorite, pyroclastics, schist",,,0,0,0,0,0,0,0,0,0,
260,El  Cobre,,,Cuba,CUBA,,20.0458,-75.9461,52,58?46,,0,0,0,0,17,0,,,201,20,2,45,-75,-56,-36,"andesite porphyry, dacite porphyry, tonalite porphyry","diorite, limestone, marl, tonalite","agglomerate, andesite, andesitic dacite, andesitic tuff, dacite, diabase, ignimbrite, rhyolite, felsic tuff, tuffite",1540,1540,1.8,0.7,0.99,0,0,0,0,0,0,"Over more than 400 years, 3 Mt  were mined at 2.53 to 20% Cu."
261,Eureca,,,Cuba,CUBA,,20.25,-76.86666667,,,,0,0,0,0,17,0,,,200,20,15,,-76,-52,,,,"andesite porphyry, pyroclastics",,,0,0,0,0,0,0,0,0,0,
262,Majagual,,,Dominican Republic,DMRP,,18.51666667,-70.25,,,,0,0,0,0,20c,0,,,204,18,31,,-70,-15,,"breccia, feldspar porphyry",,"andesite, andesitic volcaniclastics",,,0,0,0,0,0,0,0.8,0.6,0.4,"Trench sample averages: 0.18% Cu, 0.059 g/t Au."
263,Balzapamba-Las  Guardias,,El Torneado,Ecuador,ECDR,,-1.666666667,-79.15,20,34?20,,0,0,0,0,17,0,,"17, 18b",227,-1,-40,,-79,-9,,,,"pillow andesitic basalt, basalt, granodiorite porphyry, limestone",1979,,0,0,0,0,0,0,0,0,0,"0.71 to 1.38% Cu, 0.1% Zn, 1.2 g/t Ag. Molybdenite Re-Os age 19.9¡À0.3 Ma."
264,Chaso  Juan,,,Ecuador,ECDR,,-1.383333333,-79.11666667,20,21?19,,0,0,0,0,17,0,,,225,-1,-23,,-79,-7,,,,"pillow andesitic basalt, basalt, diorite, granodiorite porphyry, limestone, quartz diorite",1979,,0,0,0,0,0,0,0,0,0,"1.46 to 9.0% Cu, 0.1 to 1.5 g/t Au, 7.6 to 161 g/t Ag."
265,Chaucha,,,Ecuador,ECDR,,-2.933333333,-79.41666667,11,12?10,363,0.4,0.03,0,0,17,2.5,,,228,-2,-56,,-79,-25,,"breccia, dacite porphyry",,"amphibolite, andesite, conglomerate, dacite, diorite, diorite porphyry, granodiorite porphyry, quartz diorite, quartzite, schist, tonalite",1968,,3.3,0.95,2.5,0,0,0,6.8,2.9,16,Exposed.
266,Cumay,,Nambija Norte,Ecuador,ECDR,,-4.016666667,-78.88333333,141,141¡À5,,0,0,0,0,17,0,"22c, Au skarn","18b, Au skarn",234,-4,-1,,-78,-53,,"andesite dike, aplite, diorite, gabbro diorite, quartz monzonite porphyry, skarn",,"alaskite, andesite, andesitic dacite, dacite, dacite porphyry, diorite, granodiorite, latite, limestone, marble, quartz monzonite, quartzite, trachyte",,,1.5,0.75,0.88,0,0,0,3.5,1.5,4.1,
267,El  Hito,,"Hito, Pachicutza, Santa Barbara",Ecuador,ECDR,,-4.25,-78.95,154,Jurassic,,0,0,0,0,17,0,22c,39a,236,-4,-15,,-78,-57,,rhyodacite porphyry,,"granite porphyry, quartz diorite, granodiorite, sedimentary rocks",1984,,0,0,0,0,0,2,0,0,0,"Chip samples reported ?1.8% Cu, commonly 0.1 to 0.5% Cu."
268,Fierro  Urcu,,,Ecuador,ECDR,,-3.583333333,-79.33333333,9.6,9.6,53.5,0.2,0,0.45,0,20c,0,25e,"22c, 25e",230,-3,-35,,-79,-20,,"breccia, rhyolite porphyry, rhyodacite porphyry",,"andesite, basalt, diorite, granodiorite, rhyolite pyroclastics, tuff",1950s,,0,0,0,0,0,0,0,0,0,"Prospective large high-sulfidation gold target of 2007; intersections: 147 m at 0.54 g/t Au, including 62 m at 0.3% Cu; 46 m at 0.83 g/t Au and 0.6% Cu."
269,Gaby-Papa  Grande,Bella Rica,,Ecuador,ECDR,,-3.05,-79.68333333,19,19.3¡À1,165.9,0.12,0.025,0.73,1.75,17,2,,cu-au (as) veins,229,-3,-3,,-79,-41,,"andesite porphyry, breccia, dacite porphyry,  feldspar porphyry, quartz diorite porphyry,  tonalite porphyry",,"andesite, basalt, granitoid, metamorphic rocks",1989,,0.9,0.1,0.07,0,0,0,4.4,1.3,4.5,"Best reported interval: 0.38% Cu, 3.9 g/t Au, 0.04% Mo. Cut-off grade 0.5 g/t Au. Exposed."
